Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
5000	10	493	4	0	21	3
5000	20	428	4	0	9	2
5000	30	467	4	0	9	2
5000	40	462	4	0	9	2
5000	50	473	4	0	9	2
5000	60	432	4	0	22	3
5000	70	388	3	0	9	2
5000	80	455	4	0	9	2
5000	90	443	4	0	9	2
5000	100	465	4	0	9	2
5000	110	491	4	0	9	2
5000	120	446	4	0	9	2
5000	130	424	4	0	9	2
5000	140	491	4	0	23	3
5000	150	529	5	0	24	4
5000	160	475	4	0	9	2
5000	170	467	4	0	9	2
5000	180	370	3	0	9	2
5000	190	422	4	0	9	2
5000	200	447	4	0	9	2
5000	210	461	4	0	9	2
5000	220	448	4	0	9	2
5000	230	447	4	0	9	2
5000	240	408	4	0	9	2
5000	250	412	4	0	9	2
